,0,1
112,7,oooooHoBBooHAAGooHooGoooxoDDEEooooFF
113,7,ooGoooooGBBxAAGHoIFDDHoIFooxoooooooo
114,7,EoBBooECCCHoAAoGHooFoGoooFDDDooFoooo
115,7,oooHoooooHIooAAHIoFoGBBxFoGoooFoDDxo
116,7,oooDBBoooDEFooAAEFooooEGoCCCoGoooooG
117,7,ooxCCCDDDEEJAAoIoJHooIFFHoooooHGGGoo
118,7,oGoooxoGoooIoHAAoIoHCCDDEEooooFFoooo
119,7,BBBxoxoooooJAAHIoJooHIEEoGoooooGFFFo
120,7,oooooGooooxGoAAoFGooEoFoooECCooooDDD
121,7,ooooooooBBCCAAEFoGooEFoGoooFoHooDDoH
122,7,ooBBBoooGHIoAAGHIoooGoooFoooxoFDDoxo
123,7,FBBCCCFooDDDFAAooGEEoooGoooooHoooooH
124,7,oxCCDDEEoKooAAoKooJFFFooJoGGooHHxooo
125,7,BBCCCJDDooIJAAooIJoGEEEooGoHooFFFHoo
126,7,BBBGHooCCGHoAAFoooooFooooDDDoxoooooo
127,7,IBBBCCIxEEoNIAAMoNJooMFFJKLooooKLGGx
128,7,oooooxoxDDDJGAAIoJGooIEEHoooooHFFFoo
129,7,oBBGooooFGooAAFGooDECCCoDEoooooooooo
130,7,oEoooooEGoBBAAGoHoCCooHIoFDDDIoFoooo
131,7,oBBBoHoooFGHAAoFGHoEoooooEoCCCoEoDDD
132,7,HBBBooHCCJooAAIJooooIDDDoEEoooFFFoxo
133,7,oBBooJCCCooJAAIooJooIoooxEEoxoooGGHH
134,7,xCCGHIooFGHIAAFGoIooooooooxooooEEEoo
135,7,oDoFBBoDoFGooDAAGoooECCoooEoooooEooo
136,7,BBCCCoDDoIJoGAAIJoGoHEEExoHooooooooo
137,7,oFBBoooFxIoJAAHIoJoGHDDDoGEEoooooooo
138,7,ooEoooooEBBHAAEFGHoCCFGoooooxooooooo
139,7,BBCCIJoDDDIJAAoHIoEEEHooGoFFFoGooooo
140,7,oooooGooooFGAAooFGooBBCCoooDDDooooEE
141,7,oBBxoooooKoooAAKooooJDDxIoJFFoIGGHHH
142,7,ooBBBooooFGoAAoFGooooFooooECCoooEDDD
143,7,oooxooCCoHoIFAAHoIFGDDDoxGoooooooooo
144,7,oHBBCCoHoooKAAIJoKooIJDDoooooooxFFox
145,7,CCDDKLoooJKLxAAJooIoEEEoIooFFoGGGHHo
146,7,oooBBHooooGHAAooGHFooCCCFoDDEEFooooo
147,7,FBBBooFooICCFAAIJoGDDDJoGHoEEooHoooo
148,7,oooBBooooCCoAAoFGooooFGoEooFHoEDDDHo
149,7,ooGooIooGBBIAAGHooFCCHooFoooooxEEEoo
150,7,oEBBCCoEoGoHoAAGoHooFoooooFDDoooFooo
151,7,HBBCCxHoooJKoAAoJKooIoEEooIoooFFFoox
152,7,oBBBoxooHoJoAAHIJoxEEIoooFFooooGGGoo
153,7,oBBCCooDDIJoAAHIJoooHEEoooooooFFFoxo
154,7,oooIBBCCCIJoGHAAJoGHDDEEooooooxooooo
155,7,BBCCCIoooGHIAAoGHIFDDDooFoooooEEoooo
156,7,oBBoxoooooIJoAAoIJooHDDoGoHoooGEEoxo
157,7,oooooxoCCIoJoAAIoJooHDDDGoHoooGEEFFo
158,7,DoBBoIDoFGHIAAFGHJEooooJEoCCoJoooooo
159,7,oIBBCCoIJooLAAJKoLHDDKooHoooooEEoxox
160,7,DooBBBDooFGHAAoFGHoECCoIoEoooIoEoooo
161,7,xoCCoxooIJEEAAIJKoHFFFKoHooooooooGGo
162,7,ooJBBxDDJKooIAAKooIEEEooFFGGooHHHooo
163,7,ooHBBBooHooJoAAIoJoxoIDDGoEEooGFFFoo
164,7,GooBBBGooICCGAAIooDDHooJooHEEJFFFooo
165,8,oCCDDKooooJKxAAoJKHoIEEEHoIoooHFFxoo
166,8,HoKBBBHJKooMIJKAAMIJCCLxEEEoLooooxGG
167,8,ooIBBBoxIooJoHIAAJoHDDEEFFGGoooooooo
168,8,HCCDDDHooooKIoxAAKIoJoooIoJEEEFFGGoo
169,8,oxCCDDooooKLoHAAKLoHJEEooIJooooIFFxo
170,8,GBBCCoGooxJKGAAIJKHooIEEHooooooooxoo
171,8,IBBCCoIKDDMoJKAAMoJKoLEExooLooooxHHH
172,8,ooooxooGooJooGAAJooGICCoFHIoooFHDDxo
173,8,ooFBBBooFoooAAFoGHCCCoGHoooxEEoooooo
174,8,ooxCCCGoooJKGAAoJKGoIDDKHoIoooHEEoxo
175,8,xCCCxoGoooKoGAAoKoHoIEEoHoIJooHFFJoo
176,8,oxCCCooDDoLooJAALoxJKFFoIoKoooIGGHHH
177,8,oEooxooEooGooEAAGoooFCCCooFoooooxooo
178,8,ooJCCCGoJooLGoxAALGIKDDDHIKoooHIEEFF
179,8,oLxCCCoLDDxOJLNAAOJMNFFFKMGGooKHHIII
180,8,oooxCCFoooIoFAAoIoGHooooGHDDEEoHoooo
181,8,BBGCCCFoGooJFoGAAJFDDHIKoooHIKooEEoK
182,8,oGBBCCoGooHIoGAAHIooooxIoooooooEEFFF
183,8,ooHJBBooHJKoAAIoKooxIDDooGoooooGEExo
184,8,HooCCCHDDDEEIoxAAKIoJooKooJFFFGGGooo
185,8,GBBHCCGooHooGAAHIooxEEIoooooooooooxo
186,8,ooxCCCDDEEoIAAoooIHoooooHFFFGGHooooo
187,8,oBBBoHooFGoHAAFGoIxDDGoIooooooooooox
188,8,oGBBBJoGooIJoHAAIJoHoCCCDDooooEExooo
189,8,ooxCCCooIooJAAIooJoDDEEEoFFoooooxoHH
190,8,oooxooCCxIooAAoIooGEEEooGoHoooFFHooo
191,8,oooooxCCCIoJAAoIoJHDDEEEHoooooFFGGoo
192,8,oBBxDDooHooIAAHooIoGoooooGEEFFoGoooo
193,8,IBBBCCIDDEENJAALoNJKoLFFJKooMoxKHHMo
194,8,oBBxooooGIooAAGIooFoHDDDFoHoooxooooo
195,8,HBBCCoHooxLoIAAKLoIJoKEExJoooooJGGGo
196,8,GBBCCKGxooJKoHAAJKoHoEEEoIoooooIoFFF
197,8,oDoEBBoDoEGHoDAAGHoooFoooooFCCoooFoo
198,8,ooxCCCDDDKooJAAKooJEEEooFFGGooHHIIIo
199,8,ooEoooooEFHoAAEFHooBBGoooooGooxDDGoo
200,8,GoooooGBBBCCGAAHoIoooHoIDDoHoxooFFoo
201,8,BBooooCCoooxoGAAoIoGoooIoHEEFFoHoooo
202,8,BBCCCKooooJKoAAoJKDDIoEEooIoooxGGoxo
203,8,IooLBBICCLoMJoKAAMJoKDDDoEEoooFFGGxo
204,8,ooxCCCooxJooAAIJooooIEEEHoooooHFFGGo
205,8,IooBBBICCCDDAAoooKEEoxoKoJGGHHoJoooo
206,8,FoooooFBBCCxFAAoHIooGoHIooGEEEoooooo
207,8,oooooxCCDDoJAAoIoJoHoIEEoHoooooHFFGG
208,8,ooooBBCCDDDIAAooHIEEooHJoGFFFJoGoooJ
209,8,BBBooxooIooJAAIooJHDDEEEHoooooooxoGG
210,8,HBBCCCHoDDEEAAoooIoooooIooxGGGoooooo
211,8,ooBBxoxoooKoGAAoKoGoIEEoHoIJooHFFJoo
212,8,oHoooooHBBxoAAoIJoDDoIJoGEEEJoGoFFFo
213,8,oooHooxCCHooFAAHooFoGooxooGEEIoooooI
214,8,GBBBooGooIoJGAAIoJHxDDDoHoooooEEFFoo
215,8,HBBCCoHooDDoIAAoJoIoooJoEEoxGGoooooo
216,8,oxoFCCoooFGoooAAGooooooHDDDEEHoooooo
217,8,ooIxCCooIooKooJAAKHoJDDDHEEoFFGGGooo
218,8,oBBCCCoDDDEEAAoGoHoooGoHooFFoIoooooI
219,8,IBBBooIoCCooIAAKooJooKooJoxEExGGHHoo
220,8,GoooBBGCCCDDGAAHoIEEEHoIoooooxoooooo
221,8,BBBCCJxooIoJHAAIooHEEFFFGGoooooooooo
222,8,ooooBBoxDDDJAAoHIJGooHIxGFFFIooooooo
223,8,ooxCCoooooIoooAAIooxGHEEooGHooFFFooo
224,8,IBBCCoIDDEEoIAAoKoFFFoKooJGGHHoJoooo
225,8,FoooooFBBBCCFAAGHIDDoGHIoooooxoooooo
226,8,oooIooooGIoJAAGIoJooHBBxFoHoooFDDoxo
227,8,oxCCDDEEEooKIoJAAKIoJFFFIGGoHHoooooo
228,8,ooGBBoEFGoHoEFAAHoCCDDDooooooooooooo
229,8,ooKBBBxJKooMIJKAAMIJDDLoEEooLxoGGHHo
230,8,oooJBBoxoJoKoIAAoKoIDDEEFFooooGGGHHo
231,8,HBBBCCHooooLAAJKoLIoJKDDIoooooooxxGG
232,8,ooHBBBGoHCCCGoHAAJGDDoIJoEEoIxoooooo
233,8,oBBCCCoooGDDAAoGHIoooGHIoEEEHxoooooo
234,8,oBBCCxooooHIAAooHIooooEEoFFFGGoooooo
235,8,oBBHCCooxHooAAGoooooGoIoEEFFIooooooo
236,8,oGBBCCoGoIoJAAoIoJFHDDDJFHooooFEEEoo
237,8,ooooxIooooHIAAooHIoGCCDDoGoEEooxoooo
238,8,oHBBoxoHJKoLAAJKoLoIDDxooIooooFFGGoo
239,8,JBBBoxJoDDoLJoAAoLEEoKFFoooKooGGHHxo
240,8,oooooooBBoxHoEAAGHoEFoGooEFDDooooooo
241,8,BBooxoGoooIoGAAoIoDDooooHEEFFoHooooo
242,8,oooxoxooHIoJAAHIoJoDDDEEoFFFooooGGoo
243,8,EBBoHoEoGoHoAAGooooFCCCxoFoooooFoooo
244,8,oBBHIooCCHIoAAGHIoooGDDDooxoooooFFoo
245,8,BBCCGooEooGooEAAGoooFoooooFDDooooooo
246,8,ooooHoEoooHIExAAHIEooGCCFooGooFDDDoo
247,8,BBCCCoFoooHoFAAoHoFoGoooooGDDDEEEooo
248,8,oooBBIooooHIAAooHIxGDDEEoGooooFFFooo
249,8,oBBoxoooFHIoAAFHIoooGDDDooGooooEEooo
250,8,ooooooooBBBHAAoEFHoooEFooooEGICCDDGI
251,8,BBCCoKDDDJoKAAIJooooIEEEHoooooHFFoxo
252,8,GoBBCCGDDDEEGAAooHFFoooHoooooIoooooI
253,8,ooFBBBooFCCCAAFGHIoDDGHIoooxHooooooo
254,8,oHJBBooHJoKooIAAKooICCCoDDooooEEFFox
255,8,BBCCCoDDxoLoJKAALoJKFFGGHHooooIIIooo
256,8,ooooooBBBooxAAHooJooHDDJGooIoJGEEIFF
257,8,oxoCCCDDooIJAAooIJoGEEEKoGoHoKFFFHoo
258,8,xoCCDDooIooJAAIooJHEEoxKHooooKGGGooo
259,8,FBBGCCFooGDDFoAAHoooooHoooooxooooooo
260,8,oHBBKLxHoJKLGAAJooGIDDDoxIooooFFFooo
261,8,ooGBBBooGoooAAGoooooooHooFCCHooFDDxo
262,8,ooxCCJooooIJoHAAIJGHooooGHDDDoGEEFFF
263,8,HooooxHCCCoJAAoIoJoooIDDoooEEEooxGGG
264,8,ooxxoJoooIoJFAAIoJFoHDDoGoHoooGEEEoo
265,8,ooHCCoooHoKLoxAAKLooIJDDoGIJoooGEExo
266,8,oxCCDDooJooKAAJooKIEEoFFIoooooGGHHoo
267,8,oooDBBoooDFHAAoEFHoooEGoooCCGoooooGo
268,8,EoFBBBEoFCCCEAAGoHoooGoHoooxoooooooo
269,8,oFBBIJoFHoIJAAHooKoGCCCKoGooooDDooox
270,8,ooxCCoGoooKoGAAoKoxoIEEoHoIJooHFFJoo
271,8,oBBBCCoooHDDAAoHoIoooHoIooEEoxoGGGoo
272,8,ooHBBoooHooJAAHoIJCCDDIooEEooooooxGG
273,8,IBBxooIoKDDDAAKoLMoJEELMoJooooxGGHHo
274,8,oxoCCJooooHJooAAHJoooGDDoooGIooxFFIo
275,8,ooGoooooGooIAAGooIoxCCoJxEEHoJoFFHoo
276,8,oooxCCHJooLMHJAALMxoKEEoIoKoooIFFGGo
277,8,ooEFooooEFGIAAEFGIoDBBHJoDooHJoxoooo
278,8,ooJBBoHxJoKoHIAAKooIDDDoooooooEEFFox
279,8,oooHBBoooHIoAAoHIoGCCCooGoooxoEEFFoo
280,8,GBBCCoGoDDDoGAAIJooHoIJoxHFFoooooooo
281,8,GoBBoxGDDDoIAAoHoIoooHooooxoFFoooooo
282,8,GBBBoxGoHooJGoHAAJoooIDDoooIoooxFFFo
283,8,ooooGooooFGoAAoFGoBBoooooECCCooEDDDo
284,8,ooooBBoooxoIAAoHoIDDoHEEGFFFooGooooo
285,8,oxoCCooooIJoAAoIJooHDDEEoHFFooGGGooo
286,8,oJBBCCHJoLoMHAALoMHoKDDoIoKoooIEEFFx
287,8,oBBBCCooGoDDAAGooHooGooHEEEooooFFooo
288,8,BBCCCKDDooJKHAAoJKHEEFFoIoGGGoIooooo
289,8,IBBCCoIDDoLMIAAoLMJKEEEoJKoFFoGGxooo
290,8,oxooCCooHoIJAAHoIJoGDDDKoGEEoKoxoooo
291,8,oooooHooooGHooAAGHoooFBBooEFoooxEDDD
292,8,ooGBBoooGIoJAAHIoJooHCCCoDDxoooFFooo
293,8,EBBHIoEooHIoAAGoooFoGCCCFoxooooooooo
294,8,FoooHIFoooHIGAAoHIGBBCCoDDooooEEoooo
295,8,oxCCoxoooIoJAAoIoJHoEEoJHFFFooHoooGG
296,8,oooooJooxCCJAAoHIJGooHIoGoDDDoooEEFF
297,8,BBBIoJooHIoJAAHoooxGDDxooGooooFFoooo
298,8,oGoBBBoGoHoIAAoHoICCooooFDDDEEFooooo
299,8,ooxooIooFGHIAAFGHIECCoHoEoooooxooooo
300,8,GBBCCJGoHDDJAAHIooxFFIoooooIoooooooo
301,8,oooooHoooxGHAAoFGHEooFooECCCooooooDD
302,8,ooBBGooooFGHAAoFGHECCDDoEooooooooooo
303,8,xCCDDKooIEEKAAIJooFFFJoooooxooooooHH
304,8,BBBCCJooooIJAAooIJoDDEEooFFGGoooooHH
305,8,ooEBBoooECCCoAAoFHooooFHoDDoGoooooGo
306,8,ooFBBxooFoIoAAFGIoEooGooEooHooEDDHoo
307,8,xHoxDDGHEEJoGAAoJoooIoooooIFFooooooo
308,8,oBBCCCooEFDDAAEFGHoooFGHoooooIoooooI
309,8,oooEBBooDEFGAADEFGooDCCHoooooHoooooo
310,8,ooooxooCCHJoAAoHJooooIDDooGIooooGEEx
311,8,EoFBBHEoFGoHEAAGoIoooxoIooooooDDoooo
312,8,BBCCooIKDDEEIKAALoJoooLoJFFGGoHHoooo
313,8,oEBBIooEGHIJAAGHoJooxHoooFoooKoFDDoK
314,8,oooooooooBBBAAoFGHoooFGHEoooGIECCDDI
315,8,EooooHEooBBHEAAoGHooFoGoooFCCCoooDDD
316,8,ooGoBBxoGDDDAAGHoooFoHoIoFEEoIoooooo
317,8,oooxoooCCJooAAIJooHoIDDDHoEExoGGoooo
318,8,BBBCCoxEEELoAAoKLooooKFFIoJoooIoJGGx
319,8,oooGBBoooGHIAAoGHIooCCoxoEEEoooFFFoo
320,8,oooooxoxDDIJAAoHIJGooHEEGoooooGFFFoo
321,8,ooxCCoDDEELoAAoKLooooKFFoIJooooIJGGx
322,8,oxCCCoDDooJKIAAoJKIEEFFoxooHHooooooo
323,8,ooHoCCooHxJKxAAIJKoooIEEGooooLGFFFoL
324,8,oooGooooFGBBAAFoHIEoooHIECCDDooooooo
325,8,ooBBCCoooGDDAAoGHIooooHIooEEoxoooooo
326,8,oooooIoooBBIAAooHIoGooHoFGoCCCFDDEEE
327,8,oBBxoooDDIJKAAHIJKooHEELoooooLFFFoGG
328,8,ooGoooooGoBBAAGoHIooooHIEFoooJEFCCxJ
329,8,ooHBBBCCHoIJoGAAIJoGDDDoooooooEEoxoo
330,8,oooGBBooxGHooAAGHoooDDoIooFEEIooFooo
331,8,oooxoooCCIDDoAAIoJooHEEJooHFFoGGGooo
332,8,ooFGBBooFGCCAAFGoHoooooHoEoooIoEDDoI
333,8,oIBBCCoIDDDKAAoJoKoooJEEooFFooxHHHoo
334,8,oooFBBooEFGHAAEFGHooCCoIoooooIoDDDoo
335,8,ooEBBBooECCHoAAFGHoooFGooooFDDoooooo
336,8,ooBBoxooGoIJAAGHIJoooHDDooooEEoooxoo
337,8,ooGBBoooGCCoAAGoIoFDDHIoFooHooEEoHoo
338,8,BBooCCDDDJoKIAAJoKIEEEFFGGooooHHoooo
339,8,ooBBBoooCCCIAAFGHIEoFGHoEoDDoooooooo
340,8,oGHBBooGHoJKEGAAJKEooICCFooIooFDDDoo
341,9,IoLoooIKLBBBIKLAAMJKCCxMJooxFFGGGHHo
342,9,HoooooHBBoxxIoJAAKIoJooKooJEEEFFFGGo
343,9,IBBCCCIooxoMIAALoMEEKLFFoJKooooJGGxo
344,9,BBBxooKoNDDDKMNAAOLMEExOLGGGHHIIJJoo
345,9,oxooJKoGooJKoGAAJKxoHDDDFoHIooFEEIoo
346,9,ooooHoooGoHoAAGoHooFBBCCoFoooooFDDEE
347,9,oooxCCoGoooJoGAAoJoxoIEEoHoIoooHoFFF
348,9,ooGoooEoGBBBEAAooJEoHCCJFoHoIKFDDoIK
349,9,IJBBCCIJoDDoIJAAKoEEEoKooxGGHHoooooo
350,9,IBBCCCIKLooNJKLAANJooMDDxooMooFFGGxo
351,9,IBBCCoIDDDLMIAAKLMJooKEEJoFFoNooxHHN
352,9,ooooxoooooJKoxAAJKoIDDEEoIoFFoGGHHoo
353,9,ooLBBBCCLoDDKoLAANKEEoMNFFooMxHHoxJJ
354,9,EBBBooEooHxoEAAHIoFGooIoFGDDDooGoooo
355,9,GBBBCCGoHDDDGoHAAJooIooJooIooxFFFooo
356,9,oooxoICCCDDIAAoGHIFooGHoFEEEHoFooooo
357,9,BBBoJoooIoJoAAIoooHCCDDxHooooKFFFGGK
358,9,oBBHCCooxHIoAAGHIJooGEEJooGoooooooox
359,9,BBBoGoooFoGxAAFooHoEDDDHoEoooHoEoooo
360,9,ooIoBBCCIDDDoHIAAKoHEEJKooooJLoFFGGL
361,9,ooICCCGoIoDDGxIAAKGHEEJKoHooJLFFooJL
362,9,oooooHBBBooHAAoooHGCCDDDGoooooGEEEFF
363,9,JooLCCJooLoMJoxAAMKDDEEEKoFFGGHHHIIo
364,9,FooxCCFoooIJGAAoIJGoHDDJooHoooxoHooo
365,9,IoBBCCIDDoMNJAAoMNJKEEExJKoLooxHHLoo
366,9,oBBCCCooHIoJAAHIoJxoEEoKoooooKoFFxoK
367,9,oooIBBooGIoJooGAAJxDDEEoooHFFFooHooo
368,9,oFoBBBoFooHooGAAHooGoooIxDDEEIoooooo
369,9,HCCDDoHxFFKoxIAAKooIoJoooIoJGGoooooo
370,9,IoKBBBIoKCCCJoKAALJDDxoLoooooxGGHHoo
371,9,HBBCCCHoIxoKAAIJoKooIJEEoooooooFFxoo
372,9,ooHBBxooHDDKAAHIoKxFFIoKoGGJoooooJoo
373,9,oBBBJoCCoIJoAAoIJoHDDEEoHoooooFFFxoo
374,9,ooFHBBooFHIJAAGoIJooGCCCooooooDDDEEo
375,9,GBBCCCGIDDEEGIAAoKHoJooKHoJFFFooJooo
376,9,FooIooFooIBBFAAIoJoGHCCJoGHooxooxooo
377,9,GBBCCoGooxKoHAAoKoHoIEEoHoIJooFFFJoo
378,9,oHCCCooHoIJoxAAIJoGDDDxoGoooooFFoooo
379,9,JBBBCCJxooEEJLAAoMKLoooMKLFFGGHHIIoo
380,9,oBBxDDoxLooMAALooMJKFFGGJKooooJHHIIo
381,9,BBCCCoDDoLoxJAALoMJxGGoMKoooooKHHIII
382,9,LxCCDDLEEFFNLAAooNooMGGGHHMoooIIJJxo
383,9,BBBoooooxDDDAAoJoKHEEJoKHoIJooHoIFFx
384,9,oJBBBoxJooKxIJAAKLIEEFFLIooGGGoooHHH
385,9,oEBBHIoEGoHIAAGoHIoFoooooFxooooFDDDo
386,9,oooHooxooHCCGoAAoJGDDDoJEEoIFFoooIoo
387,9,GHBBCCGHooJKGHAAJKoIDDDxoIooooFFoooo
388,9,oBBoxoooGHIoAAGHIoFoooooFDDEEoFooooo
389,9,oooooxCCDDoJHAAooJHooEEEIFFGGGIooooo
390,9,oooxCCoooHoooAAHIoDDEEIoooGFFFooGooo
